t,gate_idx,range_m,true_bx,true_by,true_bz,cv_bx,cv_by,cv_bz,err_x,err_y,err_z,err_total,true_vx,true_vy,true_vz,cv_vx,cv_vy,cv_vz,verr_x,verr_y,verr_z,verr_total,pnp_ok,reliable,gate_qw,gate_qx,gate_qy,gate_qz,odo_qw,odo_qx,odo_qy,odo_qz,cv_rx,cv_ry,cv_rz
37.650,4,11.214,11.203,0.410,-0.272,10.844,0.282,-1.274,-0.359,-0.127,-1.003,1.073,4.669,-0.823,-0.561,-0.000,-0.000,-0.000,-4.669,0.823,0.561,4.774,True,True,0.70711,0.00000,-0.00000,0.70711,0.00323,0.05722,-0.05425,0.99688,3.55690,-0.11934,-0.06341
37.692,4,11.182,11.171,0.415,-0.267,10.657,0.326,-1.275,-0.514,-0.089,-1.007,1.134,4.670,-0.774,-0.557,0.250,-0.610,3.900,-4.420,0.164,4.457,6.280,True,True,0.70711,0.00000,-0.00000,0.70711,0.00322,0.05721,-0.05420,0.99688,2.29448,-0.05325,0.15485
37.733,4,10.975,10.963,0.450,-0.241,10.400,0.381,-1.272,-0.564,-0.069,-1.031,1.177,4.671,-0.742,-0.555,-0.000,-0.000,-0.000,-4.671,0.742,0.555,4.762,True,True,0.70711,0.00000,-0.00000,0.70711,0.00321,0.05713,-0.05414,0.99689,2.28708,-0.04975,0.14991
37.754,4,10.842,10.829,0.471,-0.225,10.838,0.296,-1.395,0.009,-0.174,-1.170,1.183,4.672,-0.713,-0.550,-0.000,-0.000,-0.000,-4.672,0.713,0.550,4.758,True,True,0.70711,0.00000,-0.00000,0.70711,0.00314,0.05708,-0.05302,0.99696,2.78847,-0.16216,-0.05684
37.775,4,10.711,10.698,0.490,-0.209,10.461,0.377,-1.330,-0.237,-0.113,-1.121,1.151,4.672,-0.684,-0.547,-0.000,-0.000,-0.000,-4.672,0.684,0.547,4.754,True,True,0.70711,0.00000,-0.00000,0.70711,0.00309,0.05704,-0.05216,0.99700,2.32082,-0.06768,0.10871
37.815,4,10.443,10.428,0.529,-0.176,10.053,0.449,-1.185,-0.375,-0.079,-1.009,1.080,4.673,-0.646,-0.543,-0.000,-0.000,-0.000,-4.673,0.646,0.543,4.749,True,True,0.70711,0.00000,-0.00000,0.70711,0.00307,0.05695,-0.05210,0.99701,3.51465,-0.11602,-0.03557
37.897,4,10.411,10.396,0.533,-0.172,9.874,0.422,-1.297,-0.522,-0.111,-1.125,1.245,4.675,-0.573,-0.538,-0.000,-0.000,-0.000,-4.675,0.573,0.538,4.740,True,True,0.70711,0.00000,-0.00000,0.70711,0.00307,0.05694,-0.05203,0.99702,2.53586,-0.16150,0.13446
37.938,4,10.083,10.066,0.575,-0.132,9.769,0.450,-1.179,-0.297,-0.125,-1.047,1.096,4.675,-0.518,-0.534,-0.000,-0.000,-0.000,-4.675,0.518,0.534,4.734,True,True,0.70711,0.00000,-0.00000,0.70711,0.00306,0.05685,-0.05221,0.99701,3.50449,-0.15427,-0.03122
37.979,4,9.842,9.823,0.602,-0.104,9.697,0.450,-1.239,-0.127,-0.152,-1.135,1.152,4.676,-0.471,-0.529,1.820,0.260,3.250,-2.856,0.731,3.779,4.793,True,True,0.70711,0.00000,-0.00000,0.70711,0.00300,0.05680,-0.05135,0.99706,2.56368,-0.15217,0.21311
38.021,4,9.622,9.602,0.625,-0.079,9.182,0.553,-1.181,-0.420,-0.072,-1.102,1.181,4.677,-0.442,-0.525,-0.000,-0.000,-0.000,-4.677,0.442,0.525,4.727,True,True,0.70711,0.00000,-0.00000,0.70711,0.00295,0.05675,-0.05064,0.99710,2.28942,-0.03789,0.11048
38.042,4,9.622,9.602,0.625,-0.079,9.193,0.522,-1.253,-0.409,-0.103,-1.174,1.248,4.677,-0.442,-0.525,-0.000,-0.000,-0.000,-4.677,0.442,0.525,4.727,True,True,0.70711,0.00000,-0.00000,0.70711,0.00295,0.05675,-0.05064,0.99710,2.59368,-0.16129,0.15414
38.083,4,9.221,9.197,0.661,-0.035,8.928,0.607,-1.167,-0.269,-0.054,-1.132,1.165,4.678,-0.381,-0.519,-0.000,-0.000,-0.000,-4.678,0.381,0.519,4.722,True,True,0.70711,0.00000,-0.00000,0.70711,0.00283,0.05667,-0.04876,0.99720,2.33876,-0.02563,0.13985
38.125,4,9.189,9.165,0.663,-0.031,8.731,0.639,-1.135,-0.434,-0.024,-1.104,1.186,4.678,-0.337,-0.517,-0.000,-0.000,-0.000,-4.678,0.337,0.517,4.719,True,True,0.70711,0.00000,-0.00000,0.70711,0.00283,0.05667,-0.04874,0.99720,2.38256,-0.03295,0.12575
38.146,4,8.974,8.949,0.679,-0.007,8.672,0.601,-1.196,-0.277,-0.078,-1.189,1.223,4.678,-0.315,-0.514,1.120,3.410,5.140,-3.558,3.725,5.654,7.649,True,True,0.70711,0.00000,-0.00000,0.70711,0.00280,0.05663,-0.04829,0.99722,2.47232,-0.11515,0.18928
38.168,4,8.759,8.731,0.693,0.014,8.565,0.573,-1.235,-0.166,-0.120,-1.249,1.266,4.679,-0.289,-0.511,3.710,-0.660,-1.510,-0.969,-0.371,-0.999,1.440,True,True,0.70711,0.00000,-0.00000,0.70711,0.00266,0.05660,-0.04589,0.99734,2.53760,-0.13285,0.15200
38.229,4,8.726,8.699,0.695,0.018,8.427,0.579,-1.225,-0.272,-0.116,-1.243,1.278,4.679,-0.243,-0.508,5.280,-0.820,-0.860,0.601,-0.577,-0.352,0.904,True,True,0.70711,0.00000,-0.00000,0.70711,0.00265,0.05659,-0.04573,0.99735,2.58705,-0.13959,0.11373
38.250,4,8.487,8.458,0.708,0.044,8.309,0.590,-1.208,-0.149,-0.118,-1.253,1.267,4.679,-0.224,-0.506,-0.000,-0.000,-0.000,-4.679,0.224,0.506,4.712,True,True,0.70711,0.00000,-0.00000,0.70711,0.00263,0.05656,-0.04552,0.99736,2.59904,-0.15084,0.12565
38.270,4,8.388,8.357,0.713,0.054,8.059,0.613,-1.175,-0.299,-0.100,-1.229,1.268,4.680,-0.207,-0.504,-0.000,-0.000,-0.000,-4.680,0.207,0.504,4.711,True,True,0.70711,0.00000,-0.00000,0.70711,0.00257,0.05654,-0.04455,0.99740,2.59056,-0.12719,0.18840
38.332,4,8.258,8.226,0.719,0.066,7.904,0.621,-1.170,-0.322,-0.098,-1.237,1.282,4.680,-0.161,-0.501,-0.000,-0.000,-0.000,-4.680,0.161,0.501,4.710,True,True,0.70711,0.00000,-0.00000,0.70711,0.00250,0.05653,-0.04322,0.99746,2.58506,-0.14347,0.12516
38.353,4,8.031,7.998,0.727,0.091,7.857,0.625,-1.167,-0.141,-0.102,-1.258,1.270,4.680,-0.137,-0.499,0.960,-0.140,-0.160,-3.720,-0.003,0.339,3.736,True,True,0.70711,0.00000,-0.00000,0.70711,0.00248,0.05650,-0.04296,0.99747,2.60292,-0.12914,0.13560
38.374,4,7.900,7.865,0.731,0.103,7.662,0.642,-1.159,-0.203,-0.090,-1.262,1.282,4.680,-0.120,-0.498,11.170,-1.010,-0.370,6.490,-0.890,0.128,6.552,True,True,0.70711,0.00000,-0.00000,0.70711,0.00240,0.05649,-0.04160,0.99753,2.50160,-0.08896,0.19549
38.415,4,7.789,7.753,0.734,0.113,7.516,0.658,-1.158,-0.237,-0.077,-1.271,1.295,4.681,-0.095,-0.496,-1.030,-0.130,0.320,-5.711,-0.035,0.816,5.769,True,True,0.70711,0.00000,-0.00000,0.70711,0.00232,0.05648,-0.04029,0.99759,2.56520,-0.11038,0.12247
38.435,4,7.639,7.602,0.738,0.129,7.376,0.659,-1.145,-0.226,-0.079,-1.274,1.296,4.681,-0.079,-0.495,-0.000,-0.000,-0.000,-4.681,0.079,0.495,4.708,True,True,0.70711,0.00000,-0.00000,0.70711,0.00230,0.05646,-0.03993,0.99760,2.55729,-0.11343,0.17056
38.518,4,7.414,7.376,0.741,0.151,7.226,0.674,-1.104,-0.150,-0.067,-1.256,1.266,4.681,-0.020,-0.491,9.380,-1.210,-2.790,4.699,-1.190,-2.299,5.365,True,True,0.70711,0.00000,-0.00000,0.70711,0.00221,0.05644,-0.03844,0.99766,2.63833,-0.11596,0.16941
38.539,4,7.169,7.128,0.743,0.176,7.068,0.684,-1.073,-0.060,-0.059,-1.249,1.252,4.681,0.002,-0.490,0.990,0.370,0.530,-3.691,0.368,1.020,3.847,True,True,0.70711,0.00000,-0.00000,0.70711,0.00216,0.05642,-0.03775,0.99769,2.62250,-0.11841,0.13343
38.581,4,7.027,6.985,0.744,0.189,6.800,0.702,-1.029,-0.185,-0.042,-1.219,1.233,4.682,0.023,-0.489,-0.000,-0.000,-0.000,-4.682,-0.023,0.489,4.707,True,True,0.70711,0.00000,-0.00000,0.70711,0.00208,0.05641,-0.03626,0.99775,2.63342,-0.10949,0.16293
38.604,4,6.747,6.702,0.743,0.217,6.721,0.701,-1.021,0.019,-0.042,-1.238,1.239,4.682,0.046,-0.488,2.050,0.400,0.040,-2.632,0.354,0.528,2.707,True,True,0.70711,0.00000,-0.00000,0.70711,0.00198,0.05640,-0.03456,0.99781,2.66850,-0.12680,0.14499
38.666,4,6.714,6.670,0.742,0.220,6.503,0.708,-0.995,-0.167,-0.034,-1.215,1.227,4.682,0.077,-0.487,10.740,-0.690,-1.330,6.058,-0.767,-0.843,6.164,True,True,0.70711,0.00000,-0.00000,0.70711,0.00196,0.05639,-0.03428,0.99782,2.64260,-0.10004,0.16987
38.707,4,6.494,6.447,0.739,0.242,6.397,0.714,-0.980,-0.050,-0.026,-1.222,1.223,4.682,0.106,-0.486,0.190,0.010,-0.230,-4.492,-0.096,0.256,4.500,True,True,0.70711,0.00000,-0.00000,0.70711,0.00191,0.05638,-0.03338,0.99785,2.63964,-0.10118,0.17595
38.750,4,6.280,6.231,0.735,0.263,6.128,0.720,-0.947,-0.103,-0.015,-1.210,1.214,4.682,0.126,-0.485,-0.000,-0.000,-0.000,-4.682,-0.126,0.485,4.709,True,True,0.70711,0.00000,-0.00000,0.70711,0.00187,0.05637,-0.03268,0.99787,2.66085,-0.09621,0.15042
38.770,4,6.128,6.077,0.732,0.277,5.938,0.726,-0.924,-0.139,-0.006,-1.200,1.208,4.682,0.143,-0.485,-0.000,-0.000,-0.000,-4.682,-0.143,0.485,4.709,True,True,0.70711,0.00000,-0.00000,0.70711,0.00177,0.05636,-0.03097,0.99793,2.69419,-0.09916,0.11510
38.791,4,5.989,5.937,0.729,0.289,5.849,0.724,-0.912,-0.089,-0.004,-1.201,1.205,4.682,0.158,-0.485,3.500,0.240,-0.440,-1.182,0.082,0.045,1.186,True,True,0.70711,0.00000,-0.00000,0.70711,0.00167,0.05636,-0.02929,0.99798,2.69731,-0.09724,0.11931
38.832,4,5.853,5.800,0.725,0.302,5.625,0.725,-0.889,-0.175,-0.000,-1.191,1.204,4.682,0.173,-0.485,-0.000,-0.000,-0.000,-4.682,-0.173,0.485,4.711,True,True,0.70711,0.00000,-0.00000,0.70711,0.00161,0.05635,-0.02818,0.99801,2.67311,-0.08657,0.13200
38.853,4,5.720,5.665,0.721,0.314,5.555,0.728,-0.879,-0.111,0.007,-1.193,1.198,4.683,0.188,-0.485,2.410,-0.220,-0.520,-2.273,-0.408,-0.035,2.309,True,True,0.70711,0.00000,-0.00000,0.70711,0.00155,0.05634,-0.02717,0.99804,2.73044,-0.08338,0.11476
38.894,4,5.578,5.522,0.716,0.328,5.385,0.709,-0.865,-0.137,-0.007,-1.193,1.201,4.683,0.201,-0.485,-0.000,-0.000,-0.000,-4.683,-0.201,0.485,4.712,True,True,0.70711,0.00000,-0.00000,0.70711,0.00149,0.05634,-0.02612,0.99807,2.65218,-0.09222,0.16522
38.915,4,5.452,5.395,0.711,0.340,5.308,0.714,-0.856,-0.087,0.004,-1.195,1.198,4.683,0.214,-0.485,3.690,-0.740,-0.630,-0.993,-0.954,-0.145,1.385,True,True,0.70711,0.00000,-0.00000,0.70711,0.00144,0.05633,-0.02521,0.99809,2.72713,-0.08955,0.10411
38.935,4,5.452,5.395,0.711,0.340,5.178,0.721,-0.835,-0.217,0.010,-1.174,1.194,4.683,0.214,-0.485,4.150,-0.120,-0.850,-0.533,-0.334,-0.365,0.727,True,True,0.70711,0.00000,-0.00000,0.70711,0.00144,0.05633,-0.02521,0.99809,2.73985,-0.06814,0.11580
38.976,4,5.039,4.977,0.692,0.380,5.049,0.719,-0.816,0.072,0.027,-1.196,1.198,4.683,0.244,-0.485,3.650,0.410,-0.340,-1.033,0.166,0.145,1.056,True,True,0.70711,0.00000,-0.00000,0.70711,0.00130,0.05632,-0.02289,0.99815,2.72301,-0.07877,0.10936
39.039,4,5.007,4.944,0.691,0.383,4.782,0.693,-0.792,-0.162,0.002,-1.175,1.186,4.683,0.263,-0.485,-0.000,-0.000,-0.000,-4.683,-0.263,0.485,4.715,True,True,0.70711,0.00000,-0.00000,0.70711,0.00129,0.05632,-0.02264,0.99816,2.65238,-0.07314,0.17198
39.060,4,4.797,4.730,0.680,0.415,4.687,0.705,-0.775,-0.043,0.025,-1.190,1.191,4.683,0.275,-0.475,-0.000,-0.000,-0.000,-4.683,-0.275,0.475,4.715,True,True,0.70711,0.00000,-0.00000,0.70711,0.00128,0.05520,-0.02205,0.99823,2.75676,-0.07247,0.08886
39.081,4,4.797,4.730,0.680,0.415,4.592,0.698,-0.762,-0.138,0.018,-1.176,1.185,4.683,0.275,-0.475,5.560,0.720,-0.730,0.877,0.445,-0.255,1.016,True,True,0.70711,0.00000,-0.00000,0.70711,0.00128,0.05520,-0.02205,0.99823,2.72020,-0.07539,0.10755
39.122,4,4.541,4.468,0.665,0.462,4.058,0.661,-0.679,-0.410,-0.004,-1.142,1.213,4.682,0.297,-0.452,-0.000,-0.000,-0.000,-4.682,-0.297,0.452,4.713,True,True,0.70711,0.00000,-0.00000,0.70711,0.00127,0.05266,-0.02095,0.99839,2.35746,-0.12040,0.29245
39.143,4,4.275,4.192,0.649,0.538,4.035,0.688,-0.519,-0.157,0.039,-1.057,1.069,4.682,0.309,-0.395,1.280,0.040,-0.190,-3.402,-0.269,0.205,3.419,False,True,0.70711,0.00000,-0.00000,0.70711,0.00130,0.04656,-0.01932,0.99873,,,
39.210,4,4.244,4.158,0.647,0.548,3.341,0.635,-0.530,-0.817,-0.013,-1.078,1.353,4.670,0.327,-0.385,-0.000,-0.000,-0.000,-4.670,-0.327,0.385,4.697,True,True,0.70711,0.00000,-0.00000,0.70711,0.00130,0.04559,-0.01903,0.99878,2.31312,-0.08547,0.27282
39.251,4,4.011,3.909,0.632,0.638,3.364,0.636,-0.533,-0.545,0.004,-1.171,1.291,4.657,0.342,-0.298,-1.740,-0.130,0.210,-6.397,-0.472,0.508,6.434,True,True,0.70711,0.00000,-0.00000,0.70711,0.00137,0.03646,-0.01788,0.99917,2.33008,-0.08569,0.23452
39.272,4,4.011,3.909,0.632,0.638,3.539,0.666,-0.480,-0.370,0.034,-1.117,1.178,4.657,0.342,-0.298,-4.200,-0.820,-1.730,-8.857,-1.162,-1.432,9.047,False,True,0.70711,0.00000,-0.00000,0.70711,0.00137,0.03646,-0.01788,0.99917,,,
39.318,4,3.633,3.506,0.608,0.737,2.874,0.602,-0.395,-0.632,-0.006,-1.132,1.296,4.625,0.358,-0.193,9.080,0.870,-1.170,4.455,0.512,-0.977,4.590,True,True,0.70711,0.00000,-0.00000,0.70711,0.00134,0.02523,-0.01433,0.99958,2.26220,-0.03908,0.29734
39.360,4,3.488,3.346,0.598,0.782,2.853,0.595,-0.380,-0.493,-0.003,-1.161,1.262,4.592,0.368,-0.136,1.600,0.500,-1.120,-2.992,0.132,-0.984,3.152,True,True,0.70711,0.00000,-0.00000,0.70711,0.00131,0.01927,-0.01286,0.99973,2.29157,-0.08142,0.36380
39.404,4,3.279,3.115,0.580,0.842,2.814,0.596,-0.359,-0.301,0.016,-1.201,1.238,4.559,0.376,-0.055,1.340,-0.570,-0.460,-3.219,-0.946,-0.405,3.380,True,True,0.70711,0.00000,-0.00000,0.70711,0.00129,0.01064,-0.01244,0.99987,2.29346,-0.05534,0.22814
39.446,4,3.106,2.924,0.565,0.880,2.758,0.594,-0.336,-0.167,0.029,-1.216,1.228,4.509,0.386,0.003,2.390,0.550,-0.890,-2.119,0.164,-0.893,2.305,True,True,0.70711,0.00000,-0.00000,0.70711,0.00125,0.00437,-0.01211,0.99992,2.30579,-0.09350,0.25269
39.511,4,2.890,2.683,0.547,0.924,2.940,0.570,-0.293,0.257,0.023,-1.217,1.244,4.448,0.396,0.078,-0.000,-0.000,-0.000,-4.448,-0.396,-0.078,4.467,True,True,0.70711,0.00000,-0.00000,0.70711,0.00120,-0.00397,-0.01134,0.99993,2.64139,-0.02022,-0.08886
39.556,4,2.665,2.431,0.527,0.957,2.910,0.555,-0.292,0.479,0.029,-1.250,1.338,4.382,0.404,0.148,2.890,0.380,0.250,-1.492,-0.024,0.102,1.496,True,True,0.70711,0.00000,-0.00000,0.70711,0.00112,-0.01185,-0.01045,0.99987,2.49538,-0.00468,-0.16373
39.621,4,2.454,2.192,0.507,0.981,2.715,0.516,-0.308,0.523,0.009,-1.289,1.391,4.305,0.412,0.210,-0.000,-0.000,-0.000,-4.305,-0.412,-0.210,4.330,True,True,0.70711,0.00000,-0.00000,0.70711,0.00104,-0.01920,-0.00945,0.99977,2.35139,0.00943,-0.20458
39.642,4,2.235,1.939,0.487,0.999,1.962,0.531,-0.375,0.023,0.044,-1.374,1.375,4.255,0.416,0.276,2.040,0.170,-0.050,-2.215,-0.246,-0.326,2.252,False,True,0.70711,0.00000,-0.00000,0.70711,0.00096,-0.02713,-0.00827,0.99960,,,
39.684,4,2.111,1.794,0.476,1.005,1.818,0.469,-0.385,0.024,-0.007,-1.390,1.390,4.204,0.419,0.310,1.380,0.590,0.100,-2.824,0.171,-0.210,2.837,False,True,0.70711,0.00000,-0.00000,0.70711,0.00093,-0.03157,-0.00669,0.99948,,,
39.725,4,1.994,1.654,0.467,1.011,1.740,0.413,-0.390,0.085,-0.054,-1.401,1.405,4.127,0.423,0.348,0.760,0.540,0.050,-3.367,0.117,-0.298,3.382,False,True,0.70711,0.00000,-0.00000,0.70711,0.00093,-0.03675,-0.00482,0.99931,,,
39.747,4,1.828,1.452,0.449,1.016,1.692,0.374,-0.400,0.240,-0.074,-1.416,1.438,4.069,0.424,0.405,1.420,1.160,0.280,-2.649,0.736,-0.125,2.752,False,True,0.70711,0.00000,-0.00000,0.70711,0.00085,-0.04413,-0.00406,0.99902,,,
39.791,4,1.720,1.319,0.437,1.014,1.575,0.273,-0.418,0.256,-0.164,-1.431,1.463,4.010,0.426,0.432,0.910,0.800,0.130,-3.100,0.374,-0.302,3.137,False,True,0.70711,0.00000,-0.00000,0.70711,0.00081,-0.04812,-0.00332,0.99884,,,
40.361,5,23.386,23.154,3.248,-0.523,24.317,4.222,-1.761,1.163,0.974,-1.239,1.959,3.015,0.410,0.118,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,0.00947,-0.05858,0.10321,-0.99289,3.14612,-0.29748,-0.14033
40.382,5,23.316,23.059,3.284,-1.065,24.208,4.205,-1.937,1.149,0.921,-0.872,1.711,3.024,0.424,0.061,-0.000,-0.000,-0.000,-3.024,-0.424,-0.061,3.054,True,True,0.70711,0.00000,-0.00000,0.70711,0.00963,-0.07129,0.10981,-0.99135,3.17793,-0.34854,-0.16631
40.423,5,23.295,23.029,3.297,-1.209,24.139,4.094,-3.254,1.111,0.797,-2.044,2.459,3.067,0.494,0.078,-0.000,-0.000,-0.000,-3.067,-0.494,-0.078,3.108,True,True,0.70711,0.00000,-0.00000,0.70711,0.00962,-0.07467,0.11147,-0.99091,-3.01856,0.34549,0.24228
40.444,5,23.106,22.745,3.431,-2.183,24.015,4.019,-3.871,1.270,0.588,-1.687,2.192,3.111,0.579,-0.035,-0.000,-0.000,-0.000,-3.111,-0.579,0.035,3.165,True,True,0.70711,0.00000,-0.00000,0.70711,0.00855,-0.09752,0.12051,-0.98787,2.56771,-0.25577,-0.28729
40.485,5,23.084,22.712,3.446,-2.267,23.661,3.803,-4.825,0.949,0.357,-2.558,2.752,3.172,0.670,-0.037,-0.000,-0.000,-0.000,-3.172,-0.670,0.037,3.242,True,True,0.70711,0.00000,-0.00000,0.70711,0.00837,-0.09947,0.12101,-0.98762,2.56339,-0.27789,-0.31710
40.506,5,22.962,22.538,3.524,-2.621,23.532,3.716,-5.237,0.993,0.192,-2.616,2.805,3.209,0.740,-0.085,-0.000,-0.000,-0.000,-3.209,-0.740,0.085,3.295,True,True,0.70711,0.00000,-0.00000,0.70711,0.00713,-0.10783,0.12284,-0.98652,2.57169,-0.30077,-0.26620
40.547,5,22.887,22.437,3.561,-2.780,23.339,3.596,-5.532,0.902,0.035,-2.752,2.897,3.221,0.767,-0.109,,,,,,,,True,True,0.70711,0.00000,-0.00000,0.70711,0.00637,-0.11143,0.12207,-0.98623,2.56288,-0.27140,-0.26595
40.568,5,22.726,22.235,3.619,-3.001,23.134,3.460,-5.904,0.899,-0.159,-2.903,3.044,3.331,0.941,-0.158,-0.000,-0.000,-0.000,-3.331,-0.941,0.158,3.465,True,True,0.70711,0.00000,-0.00000,0.70711,0.00469,-0.11622,0.11847,-0.98612,2.60035,-0.27468,-0.24626
40.589,5,22.726,22.235,3.619,-3.001,23.135,3.409,-6.024,0.900,-0.210,-3.023,3.161,3.331,0.941,-0.158,-1.610,2.740,5.650,-4.941,1.799,5.808,7.835,True,True,0.70711,0.00000,-0.00000,0.70711,0.00469,-0.11622,0.11847,-0.98612,2.63142,-0.28244,-0.27145
40.671,5,22.507,21.985,3.650,-3.146,22.908,3.268,-6.161,0.923,-0.382,-3.014,3.176,3.499,1.185,-0.226,-0.000,-0.000,-0.000,-3.499,-1.185,0.226,3.701,True,True,0.70711,0.00000,-0.00000,0.70711,0.00268,-0.11873,0.10995,-0.98682,2.60006,-0.24891,-0.25388
40.691,5,22.321,21.796,3.685,-3.096,22.958,3.241,-6.200,1.162,-0.444,-3.104,3.344,3.534,1.253,-0.227,-7.540,0.140,1.840,-11.074,-1.113,2.067,11.321,True,True,0.70711,0.00000,-0.00000,0.70711,0.00041,-0.11795,0.10884,-0.98704,2.70319,-0.25220,-0.22563
40.733,5,22.208,21.686,3.671,-3.071,22.627,3.095,-6.105,0.941,-0.577,-3.034,3.229,3.598,1.340,-0.240,-0.000,-0.000,-0.000,-3.598,-1.340,0.240,3.847,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00042,-0.11681,0.10362,-0.98773,2.57933,-0.26591,-0.27185
40.753,5,22.095,21.581,3.657,-3.018,22.565,3.035,-6.016,0.985,-0.622,-2.999,3.217,3.636,1.394,-0.244,-0.000,-0.000,-0.000,-3.636,-1.394,0.244,3.901,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00128,-0.11516,0.09913,-0.98839,2.60667,-0.24606,-0.31172
40.774,5,22.001,21.495,3.640,-2.964,22.695,3.018,-5.938,1.200,-0.622,-2.974,3.267,3.674,1.446,-0.246,-0.000,-0.000,-0.000,-3.674,-1.446,0.246,3.956,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00192,-0.11364,0.09601,-0.98887,2.69619,-0.21825,-0.23980
40.795,5,22.001,21.495,3.640,-2.964,22.344,2.943,-5.743,0.849,-0.698,-2.779,2.988,3.674,1.446,-0.246,-0.000,-0.000,-0.000,-3.674,-1.446,0.246,3.956,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00192,-0.11364,0.09601,-0.98887,-2.79125,0.29157,0.09382
40.856,5,21.741,21.262,3.553,-2.822,22.327,2.921,-5.608,1.065,-0.632,-2.786,3.049,3.797,1.598,-0.262,-4.590,0.380,-6.790,-8.387,-1.218,-6.528,10.698,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00286,-0.10915,0.08529,-0.99036,3.38125,-0.30272,-0.13946
40.877,5,21.741,21.262,3.553,-2.822,22.369,2.891,-5.474,1.107,-0.662,-2.652,2.949,3.797,1.598,-0.262,-4.420,0.610,-0.380,-8.217,-0.988,-0.118,8.277,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00286,-0.10915,0.08529,-0.99036,3.38212,-0.22568,-0.09040
40.918,5,21.482,21.034,3.473,-2.643,22.343,2.839,-5.332,1.309,-0.634,-2.688,3.057,3.875,1.697,-0.255,-0.000,-0.000,-0.000,-3.875,-1.697,0.255,4.238,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00391,-0.10469,0.08048,-0.99124,2.64645,-0.17935,-0.22759
40.960,5,21.342,20.911,3.400,-2.578,22.196,2.800,-5.208,1.285,-0.600,-2.630,2.988,3.909,1.736,-0.267,-0.000,-0.000,-0.000,-3.909,-1.736,0.267,4.286,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00389,-0.10223,0.07313,-0.99206,2.60786,-0.18973,-0.23178
40.981,5,21.137,20.731,3.297,-2.474,22.073,2.811,-5.008,1.342,-0.485,-2.534,2.908,3.943,1.773,-0.276,-0.000,-0.000,-0.000,-3.943,-1.773,0.276,4.332,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00389,-0.09881,0.06481,-0.99299,3.36408,-0.33101,-0.09123
41.022,5,21.108,20.705,3.283,-2.458,21.768,2.761,-4.743,1.063,-0.522,-2.285,2.573,3.995,1.825,-0.286,-0.000,-0.000,-0.000,-3.995,-1.825,0.286,4.401,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00390,-0.09834,0.06393,-0.99309,-2.89963,0.24569,-0.03708
41.043,5,20.913,20.534,3.201,-2.336,21.695,2.745,-4.649,1.161,-0.456,-2.312,2.627,4.020,1.852,-0.276,-0.000,-0.000,-0.000,-4.020,-1.852,0.276,4.434,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00418,-0.09538,0.06154,-0.99353,3.31709,-0.28951,0.00154
41.084,5,20.693,20.339,3.081,-2.241,21.306,2.640,-4.462,0.966,-0.440,-2.221,2.462,4.058,1.888,-0.288,-0.000,-0.000,-0.000,-4.058,-1.888,0.288,4.485,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00392,-0.09225,0.05363,-0.99428,2.58238,-0.20012,-0.41990
41.147,5,20.663,20.313,3.063,-2.231,21.060,2.575,-4.313,0.747,-0.488,-2.082,2.266,4.116,1.943,-0.307,-0.000,-0.000,-0.000,-4.116,-1.943,0.307,4.562,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00384,-0.09184,0.05224,-0.99439,2.44733,-0.07552,-0.07184
41.167,5,20.663,20.313,3.063,-2.231,21.019,2.566,-4.242,0.706,-0.497,-2.012,2.189,4.116,1.943,-0.307,-0.000,-0.000,-0.000,-4.116,-1.943,0.307,4.562,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00384,-0.09184,0.05224,-0.99439,2.45306,-0.05798,-0.21130
41.209,5,20.277,19.967,2.875,-2.057,20.791,2.469,-4.048,0.824,-0.405,-1.991,2.193,4.147,1.968,-0.302,-0.000,-0.000,-0.000,-4.147,-1.968,0.302,4.600,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00375,-0.08733,0.04599,-0.99511,2.43979,0.02119,-0.22606
41.230,5,20.087,19.796,2.744,-2.018,20.522,2.399,-3.944,0.727,-0.345,-1.926,2.087,4.195,1.998,-0.347,-0.000,-0.000,-0.000,-4.195,-1.998,0.347,4.660,True,True,0.70711,0.00000,-0.00000,0.70711,-0.00291,-0.08509,0.03420,-0.99578,2.38925,0.00206,-0.21204
41.313,5,19.901,19.627,2.647,-1.957,20.562,2.439,-3.754,0.934,-0.207,-1.797,2.036,4.248,2.025,-0.365,-0.000,-0.000,-0.000,-4.248,-2.025,0.365,4.720,True,True,0.70711,0.00000,-0.00000,0.70711,0.00266,0.08341,-0.03047,0.99605,-2.83943,0.22105,0.80385
